a1(m),a2(|∇m|^2),a3(Δm),b,TEST_MSE,TEST_R2,"corr(Kraw,m)","corr(Kraw,|∇m|^2)","corr(Kraw,Δm)"
-0.318835,0.089446,-0.249663,0.882805,0.001843,0.615031,-0.744619,-0.552699,0.553199
