Δ_Pearson_mean,Δ_Pearson_IC95,Δ_Spearman_mean,Δ_Spearman_IC95,Δ_Kendall_approx_mean,Δ_Kendall_approx_IC95,Δ_C_index_approx_mean,Δ_C_index_approx_IC95,Δ_relRMSE_mean,Δ_relRMSE_IC95
0.000114,5e-05,0.000184,8.8e-05,0.004243,0.003187,0.001969,0.001327,-0.003392,0.001494
